"file_name","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",-0.117078304,4.1477137,2.9809902,2.5528884,1.2492182,2.9820907,-5.957617,-1.7946291,1.9056792,-5.347791,-2.5040078,4.502802,1.743652,-4.4193964,-0.53441423,4.0682025,-4.9901867,-2.5333536,-1.0048304,2.1680346
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",2.9114974,6.0210447,-4.8833694,1.950074,-1.772248,-1.1521409,-7.0293612,0.7545495,-1.6820881,-2.3408442,8.487252,3.7762926,3.9203036,2.9378219,-4.7153487,2.2173483,-7.399836,8.090966,-0.6949152,4.3831296
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",4.0235734,3.7284522,3.9405627,7.1487956,1.7968619,-3.4907968,-2.068008,0.49750835,5.9926705,-2.699178,-0.21720433,0.3927547,3.8359358,0.7601525,-0.3390085,5.0277696,3.59775,1.1986939,-4.9439898,-1.0879447
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",5.6945863,12.953055,0.45022556,0.19386634,-1.1667888,6.3860826,-2.855793,5.700129,6.810247,-3.4341757,-0.67822796,3.5862405,6.4199243,1.5497341,-1.9509346,8.21737,1.5348773,3.105895,-1.4060655,-0.35943824
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",2.1063573,8.771202,-4.875459,1.6619549,-3.5209591,6.006189,-3.8296955,3.1392117,6.361566,-5.9279695,-1.02023,3.802244,9.817493,0.88464063,4.1406875,5.379558,-3.997168,-1.2564515,-5.3747773,5.196588
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",6.667919,11.747924,2.1901248,1.0628976,-1.2436757,5.6947002,-7.3753467,4.2261815,1.304501,-0.6521515,-0.94820815,2.7253683,3.2476285,-0.63484997,-1.0854383,5.112246,-0.8325464,2.7347956,-1.5271432,1.075038
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",8.8125,5.1703587,-5.332377,4.377306,-5.161642,9.15783,-8.951826,9.678679,5.0946994,-5.0147567,4.8206396,-0.05812993,10.884723,-2.3651965,-0.8171037,6.030528,-5.308227,5.3632917,-4.296237,4.380381
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",4.250344,8.756282,-3.2616193,0.43410072,-1.5720922,8.721135,-13.559411,4.0401397,3.9234617,-2.1438732,3.4537158,1.0498304,3.1442087,2.316362,0.28013456,3.4637654,1.5328096,3.7425263,1.0500691,0.7710788
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",3.330592,8.18328,4.179502,5.96441,-7.694928,0.7420085,-8.584064,6.6133,2.0660198,-2.205864,0.37125117,-1.3083366,5.5781584,-0.6275135,-3.0523906,5.2227135,-1.7387576,3.7552907,0.9534553,1.7217981
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",3.330592,8.18328,4.179502,5.96441,-7.694928,0.7420085,-8.584064,6.6133,2.0660198,-2.205864,0.37125117,-1.3083366,5.5781584,-0.6275135,-3.0523906,5.2227135,-1.7387576,3.7552907,0.9534553,1.7217981
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",3.330592,8.18328,4.179502,5.96441,-7.694928,0.7420085,-8.584064,6.6133,2.0660198,-2.205864,0.37125117,-1.3083366,5.5781584,-0.6275135,-3.0523906,5.2227135,-1.7387576,3.7552907,0.9534553,1.7217981
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",3.330592,8.18328,4.179502,5.96441,-7.694928,0.7420085,-8.584064,6.6133,2.0660198,-2.205864,0.37125117,-1.3083366,5.5781584,-0.6275135,-3.0523906,5.2227135,-1.7387576,3.7552907,0.9534553,1.7217981
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",3.330592,8.18328,4.179502,5.96441,-7.694928,0.7420085,-8.584064,6.6133,2.0660198,-2.205864,0.37125117,-1.3083366,5.5781584,-0.6275135,-3.0523906,5.2227135,-1.7387576,3.7552907,0.9534553,1.7217981
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",3.8877933,9.7762575,-6.0725317,3.087511,0.8424412,10.488623,-6.42682,6.323033,1.3221405,-7.636056,2.877261,0.076812364,2.2696683,1.1264101,-5.148566,2.2383447,-4.3549476,0.4488676,1.8951491,4.5436125
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",3.989157,5.594151,5.4094987,3.8136554,6.0081787,1.9979421,-0.31464607,-2.9356396,-2.2393417,-3.3313255,3.9649472,2.1337125,2.9400349,2.442576,2.0821404,4.7250524,-1.741333,-3.132678,5.3928423,2.0762396
